epoch,train_loss,val_loss,train_acc,val_acc
1,1.5814723139223845,1.076781801443038,0.6510869565217391,0.8806941431670282
2,1.0189667852028557,0.8824586824326092,0.8597826086956522,0.8937093275488069
3,0.908094078561534,0.8211696874552331,0.8760869565217392,0.9197396963123644
4,0.860222195542377,0.8036824679426412,0.8907608695652174,0.9197396963123644
5,0.8104092468386112,0.7899767310396968,0.9190217391304348,0.9240780911062907
6,0.8060632721237514,0.7776709133011659,0.9211956521739131,0.9327548806941431
7,0.7805890197339265,0.771387713333014,0.9282608695652174,0.9262472885032538
8,0.7753867159719052,0.768160781736229,0.9260869565217391,0.93058568329718
9,0.767974659152653,0.7657542611409682,0.9320652173913043,0.9262472885032538
10,0.764221681719241,0.7784813783432553,0.933695652173913,0.9175704989154013
11,0.7576891992403113,0.7621390346332642,0.9358695652173913,0.928416485900217
12,0.7485115963479747,0.7616266476358096,0.9429347826086957,0.9349240780911063
13,0.7418102082998856,0.7629893110527651,0.9429347826086957,0.9414316702819957
14,0.738141725892606,0.7587109643828585,0.9467391304347826,0.9370932754880694
15,0.7427549522856007,0.759266547422347,0.9445652173913044,0.9370932754880694
16,0.7332971966784934,0.7570516605439258,0.9445652173913044,0.9349240780911063
17,0.736032623830049,0.7518528875715045,0.9456521739130435,0.9392624728850325
18,0.7299703888271166,0.755625385524394,0.9548913043478261,0.9392624728850325
19,0.7431729575862055,0.7549846981714707,0.9375,0.9349240780911063
20,0.737525911434837,0.7526425032708753,0.9396739130434782,0.9370932754880694
21,0.7239060236060101,0.7565533283475682,0.9510869565217391,0.9327548806941431
22,0.7260609637136045,0.7497860234626721,0.9478260869565217,0.93058568329718
23,0.7284250036529872,0.7535085552685172,0.9505434782608696,0.9349240780911063
24,0.7227525768072709,0.7475340244826939,0.9570652173913043,0.9349240780911063
25,0.7218550707982934,0.7507564850846495,0.9483695652173914,0.9327548806941431
